home_team,away_team,home_possession,away_possession,home_xg,away_xg,home_shots_per_ninety,away_shots_per_ninety,home_pass_accuracy,away_pass_accuracy,home_form,away_form,h2h_home_win_rate,h2h_draw_rate,h2h_away_win_rate,home_injuries,away_injuries,home_advantage,goal_difference_average,result
Sheffield United,West Ham,50.5,49.5,2.36,2.0,17.7,7.7,84.8,79.5,1.71,2.66,0.41,0.11,0.48,1,5,1.0,2.28,H
West Ham,Fulham,50.6,49.4,1.78,0.72,21.8,17.7,84.4,87.0,2.97,1.67,0.33,0.29,0.38,1,2,0.55,-1.49,H
Tottenham,Nottm Forest,52.9,47.1,0.87,2.33,8.8,9.7,76.2,73.5,2.16,2.55,0.33,0.13,0.54,0,4,0.68,1.53,A
Nottm Forest,Bournemouth,41.5,58.5,2.56,1.89,16.3,9.2,76.0,82.9,1.52,2.29,0.26,0.13,0.61,5,3,1.37,-0.31,D
Brighton,Liverpool,52.1,47.9,1.61,2.26,10.0,17.1,81.1,76.5,1.1,2.16,0.42,0.39,0.19,1,2,0.63,1.11,A
Arsenal,Aston Villa,42.1,57.9,2.46,1.31,10.4,9.5,89.7,81.3,2.54,1.97,0.41,0.15,0.44,4,1,0.59,1.86,H
Nottm Forest,Newcastle,55.7,44.3,2.43,0.91,18.2,14.6,76.9,75.2,2.07,2.55,0.4,0.14,0.46,4,0,0.92,-1.8,D
Nottm Forest,Bournemouth,39.0,61.0,1.72,1.35,19.2,15.7,81.0,73.3,2.03,0.53,0.47,0.38,0.15,1,2,0.8,0.91,H
Liverpool,Man City,52.4,47.6,1.2,1.85,20.0,14.7,72.5,78.0,2.5,2.51,0.3,0.34,0.36,2,5,0.96,0.85,H
Liverpool,Crystal Palace,64.8,35.2,1.27,0.37,14.0,8.5,90.9,79.9,2.55,2.31,0.14,0.36,0.5,5,0,1.01,2.1,H
Fulham,Arsenal,41.3,58.7,1.34,1.66,13.1,7.3,83.2,69.5,2.36,0.97,0.59,0.17,0.24,0,5,0.98,2.23,H
Sheffield United,Newcastle,60.6,39.4,2.25,1.01,20.6,11.5,80.5,69.2,1.62,1.54,0.35,0.35,0.3,3,5,1.03,1.71,H
West Ham,Everton,56.6,43.4,2.34,2.38,19.3,17.2,73.3,87.6,1.81,0.68,0.55,0.19,0.26,0,0,0.66,-1.5,D
Tottenham,Nottm Forest,42.5,57.5,0.97,2.39,8.3,10.4,85.6,88.5,1.84,1.47,0.47,0.11,0.42,1,0,0.52,1.61,A
Bournemouth,Brentford,50.4,49.6,1.29,1.72,12.6,12.7,85.9,86.5,1.78,1.2,0.17,0.34,0.49,1,2,0.73,-0.33,D
West Ham,Arsenal,42.5,57.5,1.15,2.4,16.7,7.1,82.7,72.0,1.19,2.13,0.55,0.34,0.11,1,1,0.62,2.47,A
Sheffield United,Tottenham,51.2,48.8,1.35,0.75,17.9,13.7,91.6,71.3,1.79,2.74,0.37,0.14,0.49,0,3,1.43,1.46,D
Everton,Brentford,42.7,57.3,2.73,1.5,15.1,13.4,77.9,87.7,2.93,2.23,0.6,0.3,0.1,4,5,1.41,-0.01,H
Chelsea,Nottm Forest,65.0,35.0,0.82,1.51,12.3,10.2,88.8,77.8,1.0,0.63,0.42,0.28,0.3,1,2,0.7,-1.62,H
Everton,Liverpool,67.3,32.7,1.41,1.38,16.4,11.7,73.1,82.7,1.67,2.15,0.31,0.22,0.47,0,2,0.84,-0.61,H
Everton,Burnley,40.6,59.4,2.17,1.28,21.9,15.4,77.8,85.7,2.93,1.47,0.55,0.14,0.31,4,4,0.59,-1.06,H
Nottm Forest,Bournemouth,67.6,32.4,0.65,2.41,18.6,6.1,80.2,88.1,1.71,1.78,0.46,0.33,0.21,1,1,0.69,-0.28,H
Burnley,Nottm Forest,39.3,60.7,2.4,2.14,12.3,12.3,81.3,68.6,0.81,1.1,0.58,0.35,0.07,3,0,1.15,2.02,A
Wolves,Man United,52.8,47.2,2.08,0.84,9.7,8.6,91.9,69.5,2.44,1.84,0.38,0.36,0.26,5,5,0.98,1.12,H
Chelsea,Fulham,53.4,46.6,1.82,2.16,10.3,5.8,78.4,87.3,1.1,0.88,0.24,0.23,0.53,2,0,0.79,0.38,D
Liverpool,Bournemouth,43.8,56.2,1.94,1.98,16.4,7.2,78.5,75.0,2.66,2.34,0.24,0.31,0.45,2,0,1.03,-0.42,H
Tottenham,Man City,42.1,57.9,1.15,2.01,13.8,17.0,75.3,72.8,1.91,2.41,0.5,0.27,0.23,5,4,1.35,1.21,A
Chelsea,Wolves,51.8,48.2,0.68,2.1,20.9,11.2,78.2,76.0,2.6,2.55,0.4,0.33,0.27,2,1,1.21,-1.87,A
Chelsea,Brighton,41.9,58.1,2.1,1.81,12.3,7.7,91.6,77.3,2.48,0.76,0.11,0.25,0.64,3,0,0.7,-1.85,A
Bournemouth,Sheffield United,39.8,60.2,0.77,0.86,8.9,13.7,87.1,85.2,2.82,0.97,0.55,0.16,0.29,2,0,0.59,1.81,A
Aston Villa,Sheffield United,48.4,51.6,0.87,1.4,18.2,8.1,83.4,70.2,2.07,0.53,0.21,0.16,0.63,2,1,1.4,0.42,D
Chelsea,Newcastle,65.6,34.4,2.46,1.34,17.8,7.4,85.5,70.4,2.64,2.76,0.31,0.25,0.44,3,0,1.26,-0.59,D
Everton,Chelsea,53.6,46.4,1.64,1.09,12.0,14.4,73.6,78.9,1.65,1.55,0.47,0.31,0.22,3,1,1.05,-0.69,D
Wolves,Newcastle,63.7,36.3,2.56,2.07,21.1,9.8,72.3,82.8,2.28,1.41,0.36,0.3,0.34,0,1,0.89,1.13,H
Chelsea,Man United,39.9,60.1,2.74,1.04,16.3,17.9,74.5,86.4,2.4,1.14,0.46,0.27,0.27,2,5,1.44,-0.4,H
Luton,Crystal Palace,67.6,32.4,1.68,0.62,14.4,6.6,81.8,73.1,2.87,0.57,0.47,0.35,0.18,3,5,0.53,-1.19,H
Luton,Brentford,42.6,57.4,1.93,0.51,9.1,14.8,87.4,85.4,1.24,2.02,0.35,0.18,0.47,2,4,1.05,2.29,D
Arsenal,Wolves,64.4,35.6,0.77,1.29,19.9,10.8,72.7,71.9,2.25,2.29,0.54,0.15,0.31,3,1,0.81,-0.25,A
Chelsea,Sheffield United,58.3,41.7,2.02,1.81,16.0,11.2,89.1,79.1,1.66,1.64,0.59,0.29,0.12,2,2,0.82,-1.87,H
Arsenal,Tottenham,63.1,36.9,1.3,1.93,8.4,16.6,78.8,70.1,1.56,1.32,0.28,0.3,0.42,1,1,1.15,0.67,A
Liverpool,West Ham,41.4,58.6,0.89,1.48,8.5,13.6,80.4,79.3,1.73,0.55,0.33,0.11,0.56,2,3,1.07,-0.55,H
Chelsea,Nottm Forest,41.0,59.0,2.05,1.04,15.0,14.9,78.8,81.5,1.6,1.5,0.35,0.35,0.3,0,4,0.71,-0.81,H
West Ham,Sheffield United,50.1,49.9,1.02,1.93,9.3,16.0,73.9,75.4,0.95,2.34,0.34,0.16,0.5,0,5,1.32,0.27,A
West Ham,Wolves,57.9,42.1,1.22,1.21,11.5,11.7,85.4,80.0,2.74,1.94,0.36,0.16,0.48,3,1,1.16,1.71,A
Everton,Aston Villa,66.1,33.9,1.73,1.65,18.8,10.6,83.3,81.8,1.95,1.34,0.17,0.15,0.68,5,2,1.34,-0.15,H
Liverpool,Newcastle,63.4,36.6,1.11,0.93,10.2,13.9,76.7,73.2,1.13,0.56,0.5,0.19,0.31,3,4,1.49,-0.1,H
Arsenal,Newcastle,42.8,57.2,0.81,0.87,19.2,13.6,75.5,86.8,2.92,1.62,0.11,0.36,0.53,0,2,1.1,1.9,H
Wolves,Fulham,58.2,41.8,2.54,1.17,19.8,16.0,76.7,80.6,1.9,0.78,0.43,0.27,0.3,4,2,1.0,-1.59,D
Luton,Chelsea,61.2,38.8,1.22,2.13,18.3,15.5,86.9,88.6,1.28,0.75,0.21,0.18,0.61,3,2,1.36,-1.75,A
Burnley,Fulham,59.0,41.0,0.76,1.5,14.6,8.2,77.6,85.3,1.12,1.59,0.28,0.19,0.53,5,4,0.53,1.33,D
Arsenal,Brighton,45.6,54.4,1.38,1.71,17.8,16.7,85.7,79.8,1.32,1.52,0.1,0.39,0.51,2,2,0.59,1.7,D
Brighton,West Ham,44.3,55.7,2.55,2.31,16.8,16.4,87.3,76.9,0.87,2.49,0.51,0.38,0.11,3,5,0.91,1.79,D
Wolves,Chelsea,62.7,37.3,2.11,1.41,12.9,12.8,88.3,84.2,1.8,0.56,0.13,0.29,0.58,5,3,1.29,-1.39,H
Crystal Palace,Newcastle,56.8,43.2,1.22,0.48,10.2,11.7,91.4,86.3,2.48,2.45,0.44,0.34,0.22,2,3,0.98,1.31,D
Aston Villa,Man United,58.6,41.4,2.4,2.06,10.8,10.4,75.6,87.3,2.88,2.53,0.21,0.38,0.41,4,5,1.11,-0.97,D
Liverpool,Everton,43.9,56.1,2.11,0.67,13.6,10.6,77.2,70.0,1.61,2.68,0.16,0.32,0.52,3,3,1.33,0.22,D
Brighton,Newcastle,43.7,56.3,2.48,2.02,12.0,11.4,74.6,86.8,2.12,2.79,0.24,0.3,0.46,3,1,0.91,-1.34,D
West Ham,Aston Villa,45.1,54.9,1.54,0.85,16.2,13.4,73.7,78.3,2.72,2.74,0.3,0.16,0.54,3,5,0.92,0.69,H
Liverpool,Chelsea,54.7,45.3,0.62,2.35,14.6,9.6,84.1,82.8,2.56,2.13,0.5,0.1,0.4,4,4,0.88,2.4,A
Fulham,Tottenham,67.0,33.0,1.79,1.58,11.6,11.5,90.6,87.3,1.09,1.23,0.37,0.14,0.49,0,2,0.54,-1.42,A
Aston Villa,Fulham,65.8,34.2,1.15,2.23,16.6,14.9,77.3,74.9,2.76,1.23,0.6,0.33,0.07,1,4,1.35,0.96,H
Everton,Arsenal,43.7,56.3,0.63,0.7,14.6,7.1,81.3,70.6,2.77,1.64,0.32,0.4,0.28,4,3,0.96,-1.49,D
Tottenham,Chelsea,48.5,51.5,0.97,0.93,19.7,14.7,88.5,80.4,2.26,0.99,0.6,0.1,0.3,4,1,0.92,-1.65,A
Nottm Forest,Chelsea,64.6,35.4,0.56,1.8,17.5,10.1,83.8,88.9,2.64,0.85,0.14,0.35,0.51,5,3,0.95,2.3,H
Luton,Man City,47.9,52.1,0.6,1.67,14.3,17.3,92.0,88.0,2.55,0.8,0.53,0.34,0.13,2,2,1.3,1.35,D
Burnley,Crystal Palace,40.8,59.2,1.09,0.83,18.8,10.2,72.4,72.6,1.65,1.43,0.42,0.39,0.19,1,0,0.8,1.6,H
West Ham,Tottenham,48.8,51.2,0.72,1.11,10.8,10.8,79.8,73.9,2.12,0.71,0.31,0.21,0.48,1,3,1.13,-1.58,D
Bournemouth,Brentford,67.2,32.8,2.06,1.72,18.0,17.1,82.5,82.2,0.98,1.58,0.14,0.34,0.52,2,1,1.48,1.08,H
West Ham,Brighton,53.7,46.3,1.18,0.41,9.1,5.6,74.2,77.3,1.01,2.02,0.38,0.18,0.44,2,4,0.58,0.27,H
Chelsea,Everton,43.4,56.6,0.92,1.16,9.2,16.4,78.0,80.9,1.8,2.04,0.41,0.18,0.41,1,1,0.69,1.36,D
Luton,Aston Villa,64.1,35.9,0.74,1.48,8.1,6.5,75.4,78.5,2.32,2.5,0.58,0.28,0.14,3,2,1.12,2.38,H
Fulham,Crystal Palace,62.1,37.9,0.7,0.6,10.7,15.6,85.9,72.1,0.86,1.61,0.17,0.17,0.66,5,4,0.69,-0.65,H
Everton,Tottenham,52.2,47.8,0.55,0.67,10.1,14.1,91.3,78.4,2.69,1.85,0.2,0.27,0.53,3,0,0.83,-1.54,H
Wolves,Luton,63.5,36.5,2.2,1.61,15.8,8.8,81.7,78.7,2.1,1.91,0.44,0.35,0.21,3,1,1.21,0.38,D
Wolves,Sheffield United,47.5,52.5,0.65,2.26,13.8,11.2,81.9,88.7,1.56,2.1,0.11,0.19,0.7,1,3,0.84,-0.96,D
Brighton,Sheffield United,65.3,34.7,1.28,1.62,19.8,13.5,74.6,74.5,2.37,2.71,0.52,0.3,0.18,5,2,1.3,1.6,H
Man United,Newcastle,46.5,53.5,2.22,1.77,9.8,7.6,84.1,70.2,1.72,2.79,0.25,0.16,0.59,0,0,0.86,-0.83,A
Man United,Luton,62.8,37.2,2.56,0.37,8.9,10.6,84.4,70.7,1.29,1.09,0.27,0.21,0.52,0,4,0.77,-1.32,H
Bournemouth,Chelsea,59.2,40.8,2.63,1.26,14.4,15.9,74.2,70.3,2.14,2.3,0.57,0.35,0.08,0,4,0.61,0.83,D
Newcastle,Fulham,42.7,57.3,1.17,1.27,15.1,14.5,74.0,82.2,1.54,0.82,0.52,0.23,0.25,3,0,0.75,1.64,D
Brentford,West Ham,53.2,46.8,0.7,1.12,18.6,9.7,85.3,71.3,2.46,1.47,0.21,0.34,0.45,3,3,1.4,2.28,H
Bournemouth,Fulham,66.3,33.7,1.52,1.99,18.0,11.7,73.4,75.4,1.68,2.28,0.32,0.22,0.46,0,5,1.42,-1.32,H
Sheffield United,Arsenal,67.3,32.7,2.75,2.06,20.3,17.6,80.4,87.5,2.34,2.51,0.46,0.19,0.35,2,0,1.33,2.05,H
Luton,Tottenham,59.0,41.0,1.53,0.75,15.6,15.2,85.0,83.3,2.75,2.3,0.3,0.16,0.54,2,0,0.54,-0.49,H
Tottenham,Bournemouth,67.8,32.2,1.15,0.5,15.7,11.8,87.1,71.5,0.86,2.33,0.4,0.17,0.43,2,5,0.92,0.27,D
Arsenal,Fulham,45.8,54.2,1.67,0.57,18.6,17.2,81.0,80.6,0.81,1.28,0.22,0.32,0.46,4,4,1.21,2.22,A
Burnley,Brighton,48.5,51.5,1.15,2.03,18.0,13.7,86.3,79.4,1.34,1.25,0.39,0.35,0.26,2,3,0.6,1.2,D
Wolves,Liverpool,40.8,59.2,1.48,0.59,11.0,6.0,85.5,76.9,2.03,2.29,0.54,0.28,0.18,5,3,1.5,1.1,H
Nottm Forest,Wolves,62.7,37.3,0.83,0.58,18.0,6.7,86.1,87.0,1.06,0.99,0.34,0.32,0.34,4,2,1.42,-1.47,D
Wolves,Chelsea,41.6,58.4,1.82,0.39,10.1,9.8,91.8,74.7,1.87,2.32,0.17,0.28,0.55,0,2,1.39,-1.03,A
Nottm Forest,Man City,41.7,58.3,1.3,2.21,13.8,12.4,83.3,87.8,2.52,1.59,0.46,0.28,0.26,1,4,1.14,1.43,D
Everton,Tottenham,64.0,36.0,1.25,2.06,17.3,10.3,76.7,76.7,1.99,2.7,0.55,0.32,0.13,5,0,1.37,1.18,A
Sheffield United,West Ham,54.8,45.2,0.78,1.53,10.7,13.0,83.5,69.2,2.05,0.94,0.34,0.37,0.29,0,5,1.44,-1.19,H
Man City,Aston Villa,61.6,38.4,1.06,1.85,20.4,10.8,88.1,81.4,1.68,0.6,0.53,0.11,0.36,3,1,0.91,1.87,H
Brentford,Crystal Palace,45.7,54.3,0.76,0.52,10.4,6.9,77.1,70.0,1.47,1.44,0.18,0.28,0.54,2,1,0.53,-1.74,A
Crystal Palace,Chelsea,47.6,52.4,1.45,1.01,13.3,15.8,74.4,72.5,2.45,1.85,0.35,0.33,0.32,3,0,0.77,-0.57,D
Burnley,Wolves,40.0,60.0,0.57,1.69,20.8,5.2,83.1,80.9,1.02,2.25,0.43,0.14,0.43,4,3,0.95,1.81,A
Bournemouth,Newcastle,61.5,38.5,0.83,1.49,10.4,8.2,91.1,89.1,2.02,0.6,0.51,0.39,0.1,4,2,1.15,-1.25,D
Arsenal,Nottm Forest,46.2,53.8,1.08,1.8,22.0,16.0,76.3,86.5,1.42,0.87,0.37,0.12,0.51,0,3,1.2,1.74,H
Burnley,Aston Villa,64.3,35.7,0.98,1.41,19.2,16.5,90.9,82.0,2.96,2.13,0.24,0.3,0.46,2,2,0.71,2.32,D
Brentford,Man City,65.4,34.6,0.81,2.33,16.5,5.1,72.2,71.8,2.02,2.1,0.34,0.22,0.44,0,5,1.15,0.42,H
Everton,Chelsea,48.6,51.4,2.37,2.12,13.0,7.3,87.4,83.3,0.82,1.56,0.57,0.23,0.2,1,5,0.52,-0.73,D
Fulham,Newcastle,40.7,59.3,1.91,0.97,18.0,8.0,81.9,76.0,1.42,2.58,0.45,0.16,0.39,1,5,0.9,1.91,D
Sheffield United,Bournemouth,52.8,47.2,1.77,1.75,15.9,13.9,83.3,69.4,1.08,0.65,0.23,0.27,0.5,1,4,1.23,-0.77,D
Man City,Burnley,56.4,43.6,2.07,2.24,8.0,10.6,85.5,82.3,2.68,1.24,0.52,0.22,0.26,0,5,1.02,0.23,D
Bournemouth,Arsenal,64.5,35.5,1.02,0.91,13.9,10.8,72.1,72.3,0.98,1.82,0.11,0.32,0.57,5,3,1.46,2.13,D
Newcastle,Man United,47.9,52.1,0.64,1.68,8.4,10.6,72.5,85.5,2.86,2.43,0.22,0.24,0.54,2,0,1.32,0.34,A
Brighton,Liverpool,61.3,38.7,1.93,1.98,16.8,12.5,73.7,69.3,0.87,1.22,0.52,0.12,0.36,1,0,1.42,-0.01,H
West Ham,Wolves,40.0,60.0,2.06,1.53,12.1,10.0,73.9,84.5,1.31,1.88,0.43,0.1,0.47,3,3,1.3,1.96,D
Luton,Chelsea,48.2,51.8,2.66,2.02,14.4,9.3,75.8,70.3,2.11,0.66,0.49,0.16,0.35,4,1,1.14,-0.85,D
Wolves,Nottm Forest,59.7,40.3,1.52,0.83,19.2,5.8,78.2,77.6,2.91,2.24,0.26,0.37,0.37,1,1,0.97,0.71,H
West Ham,Fulham,67.1,32.9,1.69,1.75,10.0,8.1,88.4,80.3,0.92,1.29,0.59,0.29,0.12,1,0,0.84,1.01,D
Everton,Brentford,63.6,36.4,1.8,1.04,12.2,9.3,74.1,87.3,2.8,1.64,0.56,0.29,0.15,5,1,0.97,-1.04,H
Nottm Forest,Brentford,62.2,37.8,1.36,1.18,19.6,5.1,72.2,75.9,2.02,0.83,0.32,0.29,0.39,2,0,1.48,-1.1,H
West Ham,Man United,44.6,55.4,1.1,0.68,19.9,8.2,75.9,71.9,1.38,0.73,0.52,0.14,0.34,5,0,0.84,-1.05,D
Everton,Brighton,49.1,50.9,1.36,0.68,15.4,15.4,84.5,77.5,2.36,0.77,0.54,0.14,0.32,1,1,1.03,1.12,H
Brentford,Wolves,67.3,32.7,1.06,0.4,16.6,7.5,82.7,85.4,1.52,0.62,0.5,0.36,0.14,4,4,1.39,-1.06,H
Liverpool,Nottm Forest,61.7,38.3,1.91,0.67,13.4,16.5,87.0,76.2,1.94,0.91,0.46,0.26,0.28,3,5,1.46,0.13,H
Sheffield United,Crystal Palace,57.1,42.9,2.32,1.73,10.9,16.6,81.0,73.2,1.28,1.48,0.29,0.15,0.56,2,2,1.05,-1.4,A
Liverpool,West Ham,51.3,48.7,1.31,1.58,14.5,13.1,80.5,78.3,1.7,2.35,0.26,0.21,0.53,1,3,0.73,0.9,A
Fulham,Liverpool,46.8,53.2,1.65,1.5,9.1,8.6,76.6,70.6,1.59,1.76,0.27,0.3,0.43,2,2,1.25,1.46,H
Aston Villa,Newcastle,59.2,40.8,2.8,2.5,18.5,14.6,90.2,68.2,1.46,2.39,0.49,0.22,0.29,3,4,1.26,-1.95,H
Bournemouth,Tottenham,64.0,36.0,1.02,1.89,10.9,8.0,83.7,80.2,1.83,2.37,0.27,0.13,0.6,1,3,1.27,1.14,D
Newcastle,Everton,51.5,48.5,1.78,1.12,16.1,6.7,90.9,68.2,2.58,2.42,0.27,0.23,0.5,5,3,1.26,1.11,H
West Ham,Brentford,55.6,44.4,1.81,0.37,9.9,17.7,91.9,80.5,2.56,2.6,0.39,0.22,0.39,3,1,1.45,-1.71,H
Crystal Palace,Newcastle,52.2,47.8,1.26,2.42,16.9,9.0,75.4,82.8,1.19,2.4,0.4,0.11,0.49,1,0,1.41,-0.26,H
Newcastle,Brighton,46.7,53.3,1.71,1.3,13.2,5.1,78.5,88.0,1.66,2.78,0.16,0.23,0.61,5,0,0.89,2.07,H
Newcastle,Tottenham,64.1,35.9,1.21,2.1,17.3,7.1,83.5,74.8,1.25,2.15,0.33,0.16,0.51,1,3,0.56,-0.2,D
Brighton,Bournemouth,47.9,52.1,1.81,1.38,14.5,5.5,73.8,82.2,2.82,1.3,0.52,0.34,0.14,3,4,1.32,1.82,D
Wolves,Brighton,43.4,56.6,1.92,1.25,13.4,13.6,86.0,70.1,2.34,0.6,0.54,0.15,0.31,5,4,0.79,2.12,D
Newcastle,Nottm Forest,50.3,49.7,2.25,0.57,13.2,14.8,82.1,85.1,1.7,0.88,0.2,0.11,0.69,0,0,1.14,1.04,H
Everton,Crystal Palace,48.3,51.7,1.42,0.73,8.5,8.3,86.2,71.0,2.27,1.57,0.33,0.12,0.55,5,1,1.21,-0.03,D
Nottm Forest,Aston Villa,63.2,36.8,0.89,0.34,9.4,8.8,82.7,76.6,0.97,2.26,0.44,0.15,0.41,2,1,0.72,-1.84,A
Burnley,Newcastle,51.3,48.7,0.61,1.7,15.3,13.6,85.2,70.3,2.32,1.52,0.4,0.11,0.49,3,1,1.43,-0.31,A
Brighton,Newcastle,40.7,59.3,1.47,2.48,12.7,7.5,85.4,72.9,2.74,2.33,0.52,0.15,0.33,1,0,0.92,-1.52,A
Brentford,Luton,54.9,45.1,0.94,0.76,15.6,17.2,74.4,72.7,1.58,0.9,0.3,0.19,0.51,3,1,0.96,-1.7,H
Aston Villa,Fulham,39.3,60.7,2.54,1.2,18.7,11.5,91.8,83.7,2.54,2.62,0.38,0.18,0.44,0,4,0.82,0.84,H
Crystal Palace,Tottenham,48.0,52.0,1.96,2.24,12.5,16.1,81.6,75.4,2.14,1.85,0.29,0.29,0.42,1,4,1.09,2.45,H
Brighton,Man City,56.5,43.5,2.56,0.98,18.3,14.8,84.4,69.3,1.62,1.18,0.18,0.16,0.66,0,1,1.42,0.69,H
Everton,Brentford,42.0,58.0,1.23,2.03,8.6,15.3,80.3,85.9,2.45,1.03,0.47,0.2,0.33,1,4,0.55,2.13,D
Brighton,Luton,56.2,43.8,1.38,1.01,14.2,5.1,89.4,69.5,1.22,1.96,0.17,0.16,0.67,0,1,1.09,1.74,D
Newcastle,Brighton,53.2,46.8,1.48,1.33,10.3,7.6,80.5,81.3,1.47,1.83,0.58,0.16,0.26,3,0,1.45,-0.38,H
Crystal Palace,Man United,52.1,47.9,1.47,1.64,14.1,7.0,91.1,78.6,2.48,1.48,0.14,0.37,0.49,2,4,1.04,0.49,H
Man United,Aston Villa,49.4,50.6,1.2,0.92,15.9,11.3,78.7,83.7,1.23,2.61,0.1,0.36,0.54,5,5,0.87,-0.18,A
Wolves,Crystal Palace,67.1,32.9,1.36,1.38,17.0,12.6,80.2,68.9,2.83,1.39,0.38,0.16,0.46,3,2,1.27,1.38,H
Fulham,Bournemouth,59.3,40.7,1.96,1.11,8.8,10.0,80.5,73.4,1.85,2.62,0.28,0.31,0.41,0,5,1.17,-1.33,D
Luton,Everton,66.3,33.7,0.84,0.84,16.1,13.6,75.2,70.6,1.0,2.14,0.29,0.31,0.4,0,4,1.41,1.94,D
